HIT ID,HITType ID,Document Names
31GECDVA9LL8BAAB1LC0LTDWOC966W,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission59-agent4-explanation,question-mission80-agent0-explanation,question-mission42-agent7-explanation,question-mission66-agent0-explanation
3HY86PZXP0HHH32T1XJH2LESXZH1EE,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission45-agent7-explanation,question-mission81-agent0-explanation,question-mission69-agent0-explanation,question-mission5-agent0-explanation
3QGTX7BCHR1EGGU8Y7Z6QLSRXLUZ5Z,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission25-agent2-explanation,question-mission82-agent0-explanation,question-mission52-agent7-explanation,question-mission11-agent0-explanation
3S8APUMBJZIA0FKHY5WCQFC1VCNBFP,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission56-agent0-explanation,question-mission83-agent0-explanation,question-mission79-agent0-explanation,question-mission8-agent0-explanation
3KI0JD2ZU3HRFAOGKVHSR7DSJNT67V,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission34-agent1-explanation,question-mission84-agent0-explanation,question-mission14-agent0-explanation,question-mission48-agent6-explanation
3V0TR1NRVC1VJPI08A0X40V4O4T4AZ,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission12-agent0-explanation,question-mission85-agent0-explanation,question-mission26-agent0-explanation,question-mission74-agent2-explanation
3OREP8RUT4AGEFGC9P2U80CDWRNBGO,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission78-agent2-explanation,question-mission86-agent0-explanation,question-mission7-agent0-explanation,question-mission32-agent0-explanation
3M47JKRKCZ0VFOTZU09Y579NU7Z68I,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission67-agent2-explanation,question-mission87-agent0-explanation,question-mission43-agent0-explanation,question-mission3-agent3-explanation
311HQEI8RUFT3K8RM0E3O56NORPZ7E,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission58-agent4-explanation,question-mission88-agent0-explanation,question-mission41-agent0-explanation,question-mission65-agent2-explanation
3M67TQBQQJNWGVOCP5WOL86KAW79A0,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission9-agent1-explanation,question-mission89-agent0-explanation,question-mission23-agent0-explanation,question-mission36-agent6-explanation
3V7ICJJAZCF02ZNSEO0TZBFA6ME4BU,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission68-agent0-explanation,question-mission90-agent0-explanation,question-mission20-agent3-explanation,question-mission44-agent6-explanation
3ZURAPD28AM9NH2PW83NK3ZS90W1FW,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission46-agent7-explanation,question-mission91-agent0-explanation,question-mission63-agent8-explanation,question-mission64-agent1-explanation
37VE3DA4YWGUEBBNTVKCT0OEBR0BHN,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission35-agent0-explanation,question-mission92-agent0-explanation,question-mission15-agent0-explanation,question-mission31-agent6-explanation
33NOQL7T9QYX3YDAW569252IZBVZ81,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission57-agent0-explanation,question-mission93-agent0-explanation,question-mission47-agent6-explanation,question-mission6-agent1-explanation
32W3UF2EZQKJC4FYSOWOAVLSO7E4C1,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission24-agent0-explanation,question-mission94-agent0-explanation,question-mission37-agent0-explanation,question-mission10-agent0-explanation
3BVS8WK9Q2UUA6M7ZD2XTCPTB4FBIG,3K4OUUN0MPLJ6LDNSK10G4VJZRMCM6,question-mission13-agent0-explanation,question-mission95-agent0-explanation,question-mission75-agent0-explanation,question-mission54-agent0-explanation
